23-02-26, PAPM2 - A5 - 09:00 às 09:30 - Apresentação da disciplina - [ Sandra Maria Barroso Werneck Vilagra ] , Programa de Aproximação à Prática Médica II
22-04-26, Anato2 - A5 - 14:00 às 18:00 - Pelve Períneo / Reprodutor Masculino - [ Juliana Profilo Sampaio ] , Anatomia Sistêmica Aplicada II
23-04-26, FERIADO - A5 - - - [ ] , FERIADO
24-04-26, Psico - A5 - 14:00 às 15:50 - Transtornos de Ansiedade - [ Juliana Fernandes de Souza Ribeiro ] , Aspectos Psicológicos do Processo Saúde-Doença
24-04-26, BFF2 - A5 - 09:00 às 13:00 - Somestesia 1 - [ Natalia Santos da Fonseca Martins ] , Biofísica e Fisiologia II
27-04-26, PAPM2 - A5 - 14:00 às 15:30 - AULA PRÁTICA ABDOME I - [ Thaís Lemos de Souza Macedo ] , Programa de Aproximação à Prática Médica II
27-04-26, PAPM2 - A5 - 15:30 às 17:30 - PERDA PONDERAL E OBESIDADE - [ Lahís Werneck Vilagra ] , Programa de Aproximação à Prática Médica II
27-04-26, PAPM2 - A5 - 15:30 às 17:30 - PERDA PONDERAL E OBESIDADE - [ Reinaldo de Sousa Itaborahy ] , Programa de Aproximação à Prática Médica II
27-04-26, SF2 - A5 - 08:30 às 10:00 - - [ ] , Saúde da Família II
28-04-26, AMEC - A5 - 09:00 às 10:30 - Histologia do Reprodutor Masculino - [ Bárbara Gomes da Rosa ] , Anatomia Microscópica e Embriologia Clínica
28-04-26, AMEC - A5 - 11:00 às 12:30 - Histologia do Reprodutor Masculino - [ Bárbara Gomes da Rosa ] , Anatomia Microscópica e Embriologia Clínica
28-04-26, AMEC - A5 - 16:00 às 17:30 - Prática: Reprodutor Masculino - [ Beatriz Alexandre dos Santos ] , Anatomia Microscópica e Embriologia Clínica
28-04-26, AMEC - A5 - 16:00 às 17:30 - Prática: Reprodutor Masculino - [ Carla Pires Veríssimo ] , Anatomia Microscópica e Embriologia Clínica
29-04-26, Anato2 - A5 - 08:30 às 10:00 - - [ ] , Anatomia Sistêmica Aplicada II
29-04-26, Anato2 - A5 - 10:00 às 13:00 - PROVA PRÁTICA - [ Emílio Conceição de Siqueira ] , Anatomia Sistêmica Aplicada II
30-04-26, FB2 - A5 - 09:00 às 12:00 - Metabolismo e exercício - [ Cícero Figueiredo Freitas ] , Funções Biológicas II
30-04-26, PratExt2 - A5 - 14:00 às 17:00 - Trilha AVA - [ Fátima Lúcia Cartaxo Machado ] , Prática Extensionista II
01-05-26, FERIADO - A5 - - - [ ] , FERIADO
04-05-26, PAPM2 - A5 - 09:00 às 10:30 - AULA PRÁTICA ABDOME II - [ Leonardo Gerhardt Lopes ] , Programa de Aproximação à Prática Médica II
04-05-26, PAPM2 - A5 - 10:30 às 12:30 - SINAIS E SINTOMAS ENDOCRINO I - [ Pedro Henrique Pinto Martins ] , Programa de Aproximação à Prática Médica II
04-05-26, SF2 - A5 - 14:00 às 17:00 - Redes de Atenção à Saúde (RAS) aula 1 - [ Fátima Lúcia Cartaxo Machado ] , Saúde da Família II
05-05-26, AMEC - A5 - 09:00 às 10:30 - Histologia do Reprodutor Feminino - [ Pedro Henrique Pinto Martins ] , Anatomia Microscópica e Embriologia Clínica
05-05-26, AMEC - A5 - 11:00 às 12:30 - Histologia do Reprodutor Feminino - [ Pedro Henrique Pinto Martins ] , Anatomia Microscópica e Embriologia Clínica
05-05-26, AMEC - A5 - 14:00 às 15:30 - Prática: Sistema Reprodutor Feminino - [ Beatriz Alexandre dos Santos ] , Anatomia Microscópica e Embriologia Clínica
05-05-26, AMEC - A5 - 14:00 às 15:30 - Prática: Sistema Reprodutor Feminino - [ Carla Pires Veríssimo ] , Anatomia Microscópica e Embriologia Clínica
06-05-26, Anato2 - A5 - 14:00 às 18:00 - Pelve Períneo / Reprodutor Masculino - [ Alan Gomes de Miranda ] , Anatomia Sistêmica Aplicada II
06-05-26, Anato2 - A5 - 14:00 às 18:00 - Pelve Períneo / Reprodutor Masculino - [ Emílio Conceição de Siqueira ] , Anatomia Sistêmica Aplicada II
06-05-26, Anato2 - A5 - 14:00 às 18:00 - Pelve Períneo / Reprodutor Masculino - [ Fábio Lopes Telles ] , Anatomia Sistêmica Aplicada II
06-05-26, PAPM2 - A5 - 08:30 às 10:00 - - [ ] , Programa de Aproximação à Prática Médica II
07-05-26, FB2 - A5 - 14:00 às 17:00 - Bioquímica dos hormônios: eixo hipotálamo-hipófise - [ Hélcio Serpa de Figueiredo Júnior ] , Funções Biológicas II
07-05-26, PratExt2 - A5 - 09:00 às 10:30 - Atenção Secundária: Rede de Atenção às Urgências e Emergências ; Rede de Atenção Psicossocial; Acesso; Integração com demais níveis de atenção - [ Hugo Barcia Kling ] , Prática Extensionista II
08-05-26, Psico - A5 - 11:00 às 12:50 - Transtornos depressivos - Transtorno Bipolar - [ Juliana Fernandes de Souza Ribeiro ] , Aspectos Psicológicos do Processo Saúde-Doença
08-05-26, BFF2 - A5 - 14:00 às 18:00 - Neurofisiologia Motora 1 - [ Gabriel Carneiro Gonçalves ] , Biofísica e Fisiologia II
11-05-26, PAPM2 - A5 - 14:00 às 16:00 - AULA PRÁTICA HUV - [ Thaís Lemos de Souza Macedo ] , Programa de Aproximação à Prática Médica II
11-05-26, PAPM2 - A5 - 16:00 às 17:30 - feedback aula prática - [ Sandra Maria Barroso Werneck Vilagra ] , Programa de Aproximação à Prática Médica II
11-05-26, SF2 - A5 - 09:00 às 12:00 - Redes de Atenção à Saúde (RAS) aula 2 - [ Fátima Lúcia Cartaxo Machado ] , Saúde da Família II
12-05-26, AMEC - A5 - 11:00 às 12:30 - Prática: Sistema Nervoso - [ Beatriz Alexandre dos Santos ] , Anatomia Microscópica e Embriologia Clínica
12-05-26, AMEC - A5 - 11:00 às 12:30 - Prática: Sistema Nervoso - [ Carla Pires Veríssimo ] , Anatomia Microscópica e Embriologia Clínica
12-05-26, AMEC - A5 - 14:00 às 15:30 - Histologia do tecido e sistema nervoso - [ Pedro Henrique Pinto Martins ] , Anatomia Microscópica e Embriologia Clínica
12-05-26, AMEC - A5 - 16:00 às 17:30 - Histologia do tecido e sistema nervoso - [ Pedro Henrique Pinto Martins ] , Anatomia Microscópica e Embriologia Clínica
13-05-26, TP - A5 - - - [ ] , TESTE DE PROGRESSO
14-05-26, FB2 - A5 - 09:00 às 12:00 - Prática de metabolismo e exercício - [ Cícero Figueiredo Freitas ] , Funções Biológicas II
14-05-26, PratExt2 - A5 - 14:00 às 17:00 - Trilha AVA - [ Fátima Lúcia Cartaxo Machado ] , Prática Extensionista II
15-05-26, Psico - A5 - 16:00 às 17:50 - Esquizofrenia - [ Juliana Fernandes de Souza Ribeiro ] , Aspectos Psicológicos do Processo Saúde-Doença
15-05-26, BFF2 - A5 - 09:00 às 13:00 - Somestesia 2 - [ Natalia Santos da Fonseca Martins ] , Biofísica e Fisiologia II
18-05-26, PAPM2 - A5 - 09:00 às 10:30 - AULA PRÁTICA ABDOME III - [ Lahís Werneck Vilagra ] , Programa de Aproximação à Prática Médica II
18-05-26, PAPM2 - A5 - 10:30 às 12:30 - SINAIS E SINTOMAS ENDOCRINO II - [ Reinaldo de Sousa Itaborahy ] , Programa de Aproximação à Prática Médica II
18-05-26, SF2 - A5 - 14:00 às 17:00 - Gestão e Planejamento em Saúde (Planejamento em saúde: instrumentos e práticas) - [ Fátima Lúcia Cartaxo Machado ] , Saúde da Família II
19-05-26, AMEC - A5 - 09:00 às 10:30 - Histologia da pele - [ Beatriz Alexandre dos Santos ] , Anatomia Microscópica e Embriologia Clínica
19-05-26, AMEC - A5 - 11:00 às 12:30 - Histologia da pele - [ Beatriz Alexandre dos Santos ] , Anatomia Microscópica e Embriologia Clínica
19-05-26, AMEC - A5 - 14:00 às 15:30 - - [ ] , Anatomia Microscópica e Embriologia Clínica
19-05-26, AMEC - A5 - 16:30 às 18:00 - PROVA PRÁTICA - [ Carla Pires Veríssimo ] , Anatomia Microscópica e Embriologia Clínica
20-05-26, Anato2 - A5 - 09:00 às 13:00 - Generalidades Sistema Nervoso / Medula Espinal / Tronco Encefálico / Cerebelo - [ Alan Gomes de Miranda ] , Anatomia Sistêmica Aplicada II
